canonical_name,category,natural_source,flavour_molecule_count,source_coverage,quality_score,analysis_status,analysis_notes,metadata
garlic cloves,unknown,,,2,0.346,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":6236,""world_recipe_count"":0,""usda_exact_name_matches"":4},""seed_version"":""v1""}"
rice paper,unknown,,,3,0.346,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":1},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":69,""world_recipe_count"":2,""usda_exact_name_matches"":6},""seed_version"":""v1""}"
drumstick leaf,vegetable,moringa,84,3,0.345,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":1,""culinarydb"":1,""kaggle_train"":0,""world_recipes"":0},""signals"":{""culinary_alias_count"":107,""kaggle_recipe_count"":0,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
horchata,beverage,,3,3,0.345,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":1,""culinarydb"":1,""kaggle_train"":0,""world_recipes"":0},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":0,""world_recipe_count"":0,""usda_exact_name_matches"":18},""seed_version"":""v1""}"
sandwich bread,unknown,,,2,0.344,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":5,""world_recipe_count"":0,""usda_exact_name_matches"":40},""seed_version"":""v1""}"
ground coriander,unknown,,,2,0.342,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":768,""world_recipe_count"":0,""usda_exact_name_matches"":3},""seed_version"":""v1""}"
mascarpone,unknown,,,2,0.342,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":277,""kaggle_recipe_count"":149,""world_recipe_count"":0,""usda_exact_name_matches"":9},""seed_version"":""v1""}"
pear,beverage alcoholic,pyrus,64,3,0.342,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":1,""culinarydb"":1,""kaggle_train"":0,""world_recipes"":0},""signals"":{""culinary_alias_count"":368,""kaggle_recipe_count"":0,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
yoghurt,unknown,,,2,0.342,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":6,""kaggle_recipe_count"":247,""world_recipe_count"":0,""usda_exact_name_matches"":3},""seed_version"":""v1""}"
ice cream cone,dish,,3,3,0.341,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":1,""culinarydb"":1,""kaggle_train"":0,""world_recipes"":0},""signals"":{""culinary_alias_count"":6,""kaggle_recipe_count"":0,""world_recipe_count"":0,""usda_exact_name_matches"":17},""seed_version"":""v1""}"
lemon lime soda,unknown,,,2,0.341,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":2,""kaggle_recipe_count"":12,""world_recipe_count"":0,""usda_exact_name_matches"":38},""seed_version"":""v1""}"
tuna,fish,,3,3,0.341,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":158,""kaggle_recipe_count"":44,""world_recipe_count"":0,""usda_exact_name_matches"":7},""seed_version"":""v1""}"
albacore tuna,fish,tuna,2,3,0.340,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":1,""culinarydb"":1,""kaggle_train"":0,""world_recipes"":0},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":0,""world_recipe_count"":0,""usda_exact_name_matches"":17},""seed_version"":""v1""}"
chopped parsley,unknown,,,2,0.339,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":11,""kaggle_recipe_count"":333,""world_recipe_count"":0,""usda_exact_name_matches"":2},""seed_version"":""v1""}"
freshly ground pepper,unknown,,,2,0.338,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":155,""kaggle_recipe_count"":949,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
ground lamb,unknown,,,2,0.338,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":0,""kaggle_train"":1,""world_recipes"":1},""signals"":{""culinary_alias_count"":0,""kaggle_recipe_count"":136,""world_recipe_count"":1,""usda_exact_name_matches"":14},""seed_version"":""v1""}"
nuts,nut,fagaceae,7,3,0.338,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":1,""culinarydb"":0,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":0,""kaggle_recipe_count"":35,""world_recipe_count"":0,""usda_exact_name_matches"":9},""seed_version"":""v1""}"
creamed spinach,unknown,,,2,0.337,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":1,""world_recipe_count"":0,""usda_exact_name_matches"":39},""seed_version"":""v1""}"
olive oil cooking spray,unknown,,,2,0.337,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":34,""kaggle_recipe_count"":26,""world_recipe_count"":0,""usda_exact_name_matches"":34},""seed_version"":""v1""}"
puff pastry,unknown,,,2,0.336,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":269,""kaggle_recipe_count"":51,""world_recipe_count"":0,""usda_exact_name_matches"":26},""seed_version"":""v1""}"
tapioca pearl,vegetable tuber,cassava,2,3,0.336,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":1,""culinarydb"":1,""kaggle_train"":0,""world_recipes"":0},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":0,""world_recipe_count"":0,""usda_exact_name_matches"":16},""seed_version"":""v1""}"
bananas,unknown,,,2,0.334,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":224,""world_recipe_count"":0,""usda_exact_name_matches"":1},""seed_version"":""v1""}"
coarse salt,unknown,,,2,0.334,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":84,""kaggle_recipe_count"":578,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
ground allspice,unknown,,,2,0.334,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":2,""kaggle_recipe_count"":364,""world_recipe_count"":0,""usda_exact_name_matches"":1},""seed_version"":""v1""}"
lettuce leaves,unknown,,,2,0.334,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":10,""kaggle_recipe_count"":189,""world_recipe_count"":0,""usda_exact_name_matches"":3},""seed_version"":""v1""}"
lime wedges,unknown,,,2,0.334,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":78,""kaggle_recipe_count"":482,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
liquorice,herb,,42,3,0.334,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":3,""kaggle_recipe_count"":1,""world_recipe_count"":0,""usda_exact_name_matches"":7},""seed_version"":""v1""}"
oil,unknown,,,2,0.334,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":3,""kaggle_recipe_count"":1970,""world_recipe_count"":0,""usda_exact_name_matches"":1},""seed_version"":""v1""}"
salt and ground black pepper,unknown,,,2,0.334,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":73,""kaggle_recipe_count"":215,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
plum brandy,beverage alcoholic,damson,75,3,0.333,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":1,""culinarydb"":1,""kaggle_train"":0,""world_recipes"":0},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":0,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
potato starch,unknown,,,2,0.332,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":59,""world_recipe_count"":0,""usda_exact_name_matches"":27},""seed_version"":""v1""}"
boiling water,unknown,,,2,0.331,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":12,""kaggle_recipe_count"":350,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
chopped fresh chives,unknown,,,2,0.331,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":19,""kaggle_recipe_count"":227,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
cracked black pepper,unknown,,,2,0.331,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":21,""kaggle_recipe_count"":408,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
crushed red pepper flakes,unknown,,,2,0.331,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":21,""kaggle_recipe_count"":505,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
fresh basil leaves,unknown,,,2,0.331,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":13,""kaggle_recipe_count"":502,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
fresh lemon juice,unknown,,,2,0.331,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":17,""kaggle_recipe_count"":1679,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
melted butter,unknown,,,2,0.331,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":21,""kaggle_recipe_count"":276,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
tumeric,unknown,,,2,0.331,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":14,""kaggle_recipe_count"":738,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
basil leaves,unknown,,,2,0.330,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":2,""kaggle_recipe_count"":267,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
bell pepper,unknown,,,2,0.330,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":0,""kaggle_train"":1,""world_recipes"":1},""signals"":{""culinary_alias_count"":0,""kaggle_recipe_count"":387,""world_recipe_count"":3,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
blue corn tortilla chips,unknown,,,2,0.330,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":2,""kaggle_recipe_count"":3,""world_recipe_count"":0,""usda_exact_name_matches"":37},""seed_version"":""v1""}"
chopped fresh mint,unknown,,,2,0.330,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":3,""kaggle_recipe_count"":317,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
chopped fresh thyme,unknown,,,2,0.330,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":4,""kaggle_recipe_count"":375,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
cilantro sprigs,unknown,,,2,0.330,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":9,""kaggle_recipe_count"":215,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
cold water,unknown,,,2,0.330,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":3,""kaggle_recipe_count"":506,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
dried basil,unknown,,,2,0.330,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":2,""kaggle_recipe_count"":585,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
dried oregano,unknown,,,2,0.330,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":7,""kaggle_recipe_count"":1706,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
dried thyme,unknown,,,2,0.330,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":2,""kaggle_recipe_count"":873,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
fresh cilantro,unknown,,,2,0.330,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":3,""kaggle_recipe_count"":841,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
fresh ginger,unknown,,,2,0.330,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":1503,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
fresh lime juice,unknown,,,2,0.330,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":5,""kaggle_recipe_count"":1368,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
fresh mint,unknown,,,2,0.330,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":3,""kaggle_recipe_count"":416,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
fresh parsley,unknown,,,2,0.330,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":1604,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
fresh rosemary,unknown,,,2,0.330,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":442,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
fresh thyme,unknown,,,2,0.330,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":2,""kaggle_recipe_count"":345,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
frozen peas,unknown,,,2,0.330,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":383,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
grated lemon zest,unknown,,,2,0.330,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":342,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
grated nutmeg,unknown,,,2,0.330,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":5,""kaggle_recipe_count"":234,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
ground pepper,unknown,,,2,0.330,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":2,""kaggle_recipe_count"":385,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
ground red pepper,unknown,,,2,0.330,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":538,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
lemon wedge,unknown,,,2,0.330,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":3,""kaggle_recipe_count"":225,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
light soy sauce,unknown,,,2,0.330,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":2,""kaggle_recipe_count"":347,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
mint leaves,unknown,,,2,0.330,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":9,""kaggle_recipe_count"":263,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
mirin,unknown,,,2,0.330,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":0,""kaggle_train"":1,""world_recipes"":1},""signals"":{""culinary_alias_count"":0,""kaggle_recipe_count"":503,""world_recipe_count"":5,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
red chili powder,unknown,,,2,0.330,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":220,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
shaoxing wine,unknown,,,2,0.330,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":2,""kaggle_recipe_count"":264,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
sliced green onions,unknown,,,2,0.330,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":3,""kaggle_recipe_count"":472,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
warm water,unknown,,,2,0.330,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":7,""kaggle_recipe_count"":577,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
white sugar,unknown,,,2,0.330,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":1093,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
bourbon whiskey,unknown,,,2,0.329,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":199,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
ladyfingers,unknown,,,3,0.329,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":1},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":47,""world_recipe_count"":1,""usda_exact_name_matches"":6},""seed_version"":""v1""}"
potato puffs,dish,,4,3,0.329,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":1,""culinarydb"":1,""kaggle_train"":0,""world_recipes"":0},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":0,""world_recipe_count"":0,""usda_exact_name_matches"":14},""seed_version"":""v1""}"
quesadilla,dish,,3,3,0.329,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":1,""culinarydb"":1,""kaggle_train"":0,""world_recipes"":0},""signals"":{""culinary_alias_count"":6,""kaggle_recipe_count"":0,""world_recipe_count"":0,""usda_exact_name_matches"":14},""seed_version"":""v1""}"
spices,unknown,,,2,0.328,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":0,""kaggle_train"":1,""world_recipes"":1},""signals"":{""culinary_alias_count"":0,""kaggle_recipe_count"":171,""world_recipe_count"":6,""usda_exact_name_matches"":5},""seed_version"":""v1""}"
bitter orange,essential oil,citrus,15,3,0.327,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":1,""culinarydb"":1,""kaggle_train"":0,""world_recipes"":0},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":0,""world_recipe_count"":0,""usda_exact_name_matches"":11},""seed_version"":""v1""}"
fried potato,bakery,solanum,68,3,0.327,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":1,""culinarydb"":1,""kaggle_train"":0,""world_recipes"":0},""signals"":{""culinary_alias_count"":8,""kaggle_recipe_count"":0,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
liquid smoke,unknown,,,3,0.326,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":1},""signals"":{""culinary_alias_count"":126,""kaggle_recipe_count"":34,""world_recipe_count"":1,""usda_exact_name_matches"":6},""seed_version"":""v1""}"
fudge,bakery,cattle,3,3,0.325,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":1,""culinarydb"":1,""kaggle_train"":0,""world_recipes"":0},""signals"":{""culinary_alias_count"":16,""kaggle_recipe_count"":0,""world_recipe_count"":0,""usda_exact_name_matches"":13},""seed_version"":""v1""}"
jack cheese,unknown,,,2,0.325,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":118,""world_recipe_count"":0,""usda_exact_name_matches"":14},""seed_version"":""v1""}"
chili pepper,unknown,,,2,0.323,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":126,""world_recipe_count"":0,""usda_exact_name_matches"":12},""seed_version"":""v1""}"
fresh thyme leaves,unknown,,,2,0.323,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":4,""kaggle_recipe_count"":190,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
